DatensatzID;Gebietsname;Land;Provinz;Autokennzeichen;Koordinate E;Koordinate N;Datum;Uhrzeit_von;Uhrzeit_bis;Temperatur;Wind;Bewölkung;Regen;Bemerkung (allg.);Artengruppe;Taxonom. Ordnungsnr.;ArtID;Gattung;Art;Trivialname;+/-;Anzahl;Geschlecht;Alter;Beobachtung;Bemerkung;Punktverortung E;Punktverortung N;Uhrzeit;TK25;Best.unsicher;Beob.gesperrt;Belegbildlink;Gebietslink
16726351480;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;06.08.2022;;;;;;;;Saeuger;;763153389;Erinaceus;europaeus;Westeuropäischer Igel;;1;;;verletzt/krank;Sterbend  ;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-16006435510;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;29.07.2022;;;;;;;;InsektenSonstige;;-1334714803;Myathropa;florea;Totenkopfschwebfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-661094606;https://naturgucker.de/?gebiet=-912713277
516381270;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;22.07.2022;;;;;;;;Kaefer;;-564366255;Oulema;gallaeciana;Blaues Getreidehähnchen;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-748431131;https://naturgucker.de/?gebiet=-912713277
11520677180;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;22.07.2022;;;;;;;;Kaefer;;-1159733212;Psyllobora;vigintiduopunctata;Zweiundzwanzigpunkt-Marienkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=757111081;https://naturgucker.de/?gebiet=-912713277
11427551950;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;22.07.2022;;;;;;;;InsektenSonstige;;1403587908;Empididae;indet.;Tanzfliege (unbestimmt);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=179900392;https://naturgucker.de/?gebiet=-912713277
-17717024790;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;22.07.2022;;;;;;;;InsektenSonstige;;-1842213630;Deraeocoris;ruber;Rote Halsring-Weichwanze;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1222129027;https://naturgucker.de/?gebiet=-912713277
-5771249060;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;22.07.2022;;;;;;;;InsektenSonstige;;-1905409015;Issus;coleoptratus;Echte Käferzikade;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-44046232;https://naturgucker.de/?gebiet=-912713277
-11229076050;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;22.07.2022;;;;;;;;InsektenSonstige;;-921877320;Tachina;fera;Igelfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=59168618;https://naturgucker.de/?gebiet=-912713277
3902833300;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;15.07.2022;;;;;;;;Schmetterlinge;;-1358400161;Pammene;aurana;Bärenklauwickler;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-875978000;https://naturgucker.de/?gebiet=-912713277
8520232200;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;15.07.2022;;;;;;;;InsektenSonstige;;323392562;Nepa;cinerea;Wasserskorpion;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=713446733;https://naturgucker.de/?gebiet=-912713277
18121895960;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;15.07.2022;;;;;;;;InsektenSonstige;;1486699444;Velia;caprai;Großer Bachläufer;;4;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-593048567;https://naturgucker.de/?gebiet=-912713277
17724080;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;15.07.2022;;;;;;;;TiereSonstige;;-606562842;Perca;fluviatilis;Flussbarsch;min.;40;;juvenil (jugendlich);;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=687830653;https://naturgucker.de/?gebiet=-912713277
10121415420;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;08.07.2022;;;;;;;;Schmetterlinge;;677714062;Aethes;margaritana;;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1498165241;https://naturgucker.de/?gebiet=-912713277
13778565570;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;08.07.2022;;;;;;;;InsektenSonstige;;961818130;Ancistrocerus;nigricornis;Frühe Lehmwespe;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1382778864;https://naturgucker.de/?gebiet=-912713277
1188382990;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;08.07.2022;;;;;;;;TiereSonstige;;682947632;Dictyna;uncinata;Gewöhnliche Heckenkräuselspinne;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=104177566;https://naturgucker.de/?gebiet=-912713277
-4139120670;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;08.07.2022;;;;;;;;TiereSonstige;;-606562842;Perca;fluviatilis;Flussbarsch;dzde;;;juvenil (jugendlich);;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-2134709564;https://naturgucker.de/?gebiet=-912713277
-12309412920;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;01.07.2022;;;;;;;;Schmetterlinge;;752303616;Epinotia;cinereana / nisella;;;1;;;Totfund;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-587807573;https://naturgucker.de/?gebiet=-912713277
12898937430;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;01.07.2022;;;;;;;;Kaefer;;1354839464;Athous;bicolor;Zweifarbiger Laubschnellkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1037433504;https://naturgucker.de/?gebiet=-912713277
4986754420;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.06.2022;;;;;;;;InsektenSonstige;;1229269943;Empis;livida;Ackerdistel-Tanzfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1780141235;https://naturgucker.de/?gebiet=-912713277
-19589162860;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.06.2022;;;;;;;;InsektenSonstige;;1013077588;Himacerus;apterus;Flügellose Sichelwanze;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1332935059;https://naturgucker.de/?gebiet=-912713277
6424455180;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.06.2022;;;;;;;;Pilze;;100803113;Ganoderma;adspersum;Wulstiger Lackporling;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1358202727;https://naturgucker.de/?gebiet=-912713277
3629941360;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;17.06.2022;;;;;;;;Schmetterlinge;;-113424904;Hedya;salicella;Weiden-Knospenwickler;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=2014847330;https://naturgucker.de/?gebiet=-912713277
-3821479050;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;17.06.2022;;;;;;;;Schmetterlinge;;428360860;Ochlodes;sylvanus;Rostfarbiger Dickkopffalter;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1163010641;https://naturgucker.de/?gebiet=-912713277
-5032789350;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;17.06.2022;;;;;;;;Schmetterlinge;;1770188925;Vanessa;cardui;Distelfalter;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1666175835;https://naturgucker.de/?gebiet=-912713277
-9131352370;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;17.06.2022;;;;;;;;InsektenSonstige;;-2143297235;Bombus;lapidarius;Steinhummel;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=637686961;https://naturgucker.de/?gebiet=-912713277
18543894140;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;17.06.2022;;;;;;;;InsektenSonstige;;-991573774;Bombus;terrestris;Dunkle Erdhummel;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-756445723;https://naturgucker.de/?gebiet=-912713277
-19134482690;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;17.06.2022;;;;;;;;InsektenSonstige;;-278154032;Netelia;indet.;Netelia-Schlupfwespe (unbestimmt);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-520072020;https://naturgucker.de/?gebiet=-912713277
-13325337170;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;13.06.2022;;;;;;;;Schmetterlinge;;1224738350;Acronicta;rumicis;Ampfereule;;1;;Raupe L4;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=300684447;https://naturgucker.de/?gebiet=-912713277
10993249230;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;12.06.2022;;;;;;;;Amphibien;;1115720708;Anguis;fragilis;Blindschleiche;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1327433338;https://naturgucker.de/?gebiet=-912713277
3741922720;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;12.06.2022;;;;;;;;Libellen;;-1620792041;Coenagrion;puella;Hufeisen-Azurjungfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=613806293;https://naturgucker.de/?gebiet=-912713277
9360560240;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;10.06.2022;;;;;;;;Voegel;17600;-1936007614;Columba;palumbus;Ringeltaube;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
14517945110;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;10.06.2022;;;;;;;;Voegel;77100;-160865708;Buteo;buteo;Mäusebussard;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-14248731780;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;10.06.2022;;;;;;;;Voegel;90900;-1351838284;Dendrocopos;major;Buntspecht;;3;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-12087763390;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;10.06.2022;;;;;;;;Voegel;92200;-481001672;Falco;tinnunculus;Turmfalke;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-5352665640;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;10.06.2022;;;;;;;;Voegel;154100;-1895198242;Pica;pica;Elster;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
15944270940;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;10.06.2022;;;;;;;;Voegel;154300;-1851983768;Corvus;corone;Rabenkrähe;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-14034469360;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;10.06.2022;;;;;;;;Voegel;161500;412520663;Cyanistes;caeruleus;Blaumeise;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
20168723030;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;10.06.2022;;;;;;;;Voegel;177500;1765164403;Aegithalos;caudatus;Schwanzmeise;;4;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-7262622070;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;10.06.2022;;;;;;;;Voegel;196300;2108177940;Erithacus;rubecula;Rotkehlchen;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-830736680;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;10.06.2022;;;;;;;;Voegel;214400;-1384514389;Carduelis;carduelis;Stieglitz;;4;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
2007621260;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.06.2022;;;;;;;;Kaefer;;-986662627;Barypeithes;indet.;Barypeithes - Trägrüssler (unbestimmt);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1589327277;https://naturgucker.de/?gebiet=-912713277
20713041640;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.06.2022;;;;;;;;Kaefer;;-1852823079;Drilus;flavescens;Gelber Schneckenhauskäfer;;1;männl.;Imago;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-829090503;https://naturgucker.de/?gebiet=-912713277
-13260105070;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.06.2022;;;;;;;;Kaefer;;-1554532623;Oberea;pupillata;Geißblatt-Linienbock;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1371195009;https://naturgucker.de/?gebiet=-912713277
3445367760;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.06.2022;;;;;;;;InsektenSonstige;;-1603751566;Closterotomus;norwegicus;Zweipunktige Wiesenwanze;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-499938104;https://naturgucker.de/?gebiet=-912713277
-12623293340;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.06.2022;;;;;;;;InsektenSonstige;;1326924845;Dolichomitus;imperator;Riesenschlupfwespe;;1;männl.;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-828515119;https://naturgucker.de/?gebiet=-912713277
-19480013330;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.06.2022;;;;;;;;InsektenSonstige;;125380953;Macrophya;ribis;Schwarzholunder-Blattwespe;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1625364373;https://naturgucker.de/?gebiet=-912713277
-10117212980;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;30.05.2022;;;;;;;;Schmetterlinge;;-1678529716;Orgyia;antiqua;Schlehen-Bürstenspinner;;1;;Raupe L3;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=380857791;https://naturgucker.de/?gebiet=-912713277
13297452130;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;30.05.2022;;;;;;;;Kaefer;;-1351306046;Alosterna;tabacicolor;Feldahorn-Bock;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1984319930;https://naturgucker.de/?gebiet=-912713277
-20760191720;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;30.05.2022;;;;;;;;Kaefer;;-2005658115;Anaspis;maculata;Gefleckter Scheinstachelkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1202215802;https://naturgucker.de/?gebiet=-912713277
-16165397660;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;30.05.2022;;;;;;;;Kaefer;;-1973169061;Dorytomus;ictor;Dickrüssliger Pappel-Kätzchenrüssler;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=174297027;https://naturgucker.de/?gebiet=-912713277
13628956350;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;30.05.2022;;;;;;;;Kaefer;;992208183;Grammoptera;ruficornis;Mattschwarzer Blütenbock;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=176262335;https://naturgucker.de/?gebiet=-912713277
7537298540;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;30.05.2022;;;;;;;;InsektenSonstige;;1508443118;Psyllopsis;fraxini;Eschen-Blattfloh;min.;4;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-13079494;https://naturgucker.de/?gebiet=-912713277
17295188360;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;30.05.2022;;;;;;;;InsektenSonstige;;1974128406;Sicus;ferrugineus;Gemeine Breitstirnblasenkopffliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=2073353890;https://naturgucker.de/?gebiet=-912713277
-16773556250;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;21.05.2022;;;;;;;;Kaefer;;1438672095;Hylobius;abietis;Großer Brauner Rüsselkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=44911884;https://naturgucker.de/?gebiet=-912713277
-10774243060;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;21.05.2022;;;;;;;;InsektenSonstige;;1413496086;Acanthosoma;haemorrhoidale;Wipfel-Stachelwanze;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-551572154;https://naturgucker.de/?gebiet=-912713277
-13421194090;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;17.05.2022;;;;;;;;Schmetterlinge;;-1336966104;Nemapogon;granella;Kornmotte;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=399994174;https://naturgucker.de/?gebiet=-912713277
9186814270;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;17.05.2022;;;;;;;;Kaefer;;1592711385;Dorcus;parallelipipedus;Balkenschröter;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1817714860;https://naturgucker.de/?gebiet=-912713277
-13763643220;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;17.05.2022;;;;;;;;TiereSonstige;;-923738141;Misumena;vatia;Veränderliche Krabbenspinne;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=756046783;https://naturgucker.de/?gebiet=-912713277
857511770;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.05.2022;;;;;;;;Kaefer;;-1904821963;Agrypnus;murinus;Mausgrauer Schnellkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1295368329;https://naturgucker.de/?gebiet=-912713277
8482417660;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.05.2022;;;;;;;;Kaefer;;260049179;Malachius;bipustulatus;Zweifleckiger Zipfelkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-111895787;https://naturgucker.de/?gebiet=-912713277
20671406560;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.05.2022;;;;;;;;Pflanzen;40000;986515430;Mespilus;germanica;Echte Mispel;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1272108270;https://naturgucker.de/?gebiet=-912713277
-12106415750;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.05.2022;;;;;;;;Kaefer;;769547116;Agelastica;alni;Blauer Erlenblattkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1572577579;https://naturgucker.de/?gebiet=-912713277
-1406921100;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.05.2022;;;;;;;;InsektenSonstige;;-650656380;Eysarcoris;venustissimus;Schillerwanze;min.;10;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1651642330;https://naturgucker.de/?gebiet=-912713277
4203778560;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;24.04.2022;;;;;;;;Kaefer;;1377432253;Ampedus;indet.;Ampedus-Schnellkäfer (unbestimmt);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=2035455484;https://naturgucker.de/?gebiet=-912713277
-19620154250;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;24.04.2022;;;;;;;;Kaefer;;-259271614;Chrysolina;americana;Rosmarin-Blattkäfer;;1;;Larve/Raupe/Nymphe;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-75380963;https://naturgucker.de/?gebiet=-912713277
