DatensatzID;Gebietsname;Land;Provinz;Autokennzeichen;Koordinate E;Koordinate N;Datum;Uhrzeit_von;Uhrzeit_bis;Temperatur;Wind;Bewölkung;Regen;Bemerkung (allg.);Artengruppe;Taxonom. Ordnungsnr.;ArtID;Gattung;Art;Trivialname;+/-;Anzahl;Geschlecht;Alter;Beobachtung;Bemerkung;Punktverortung E;Punktverortung N;Uhrzeit;TK25;Best.unsicher;Beob.gesperrt;Belegbildlink;Gebietslink
-15598104760;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;23.04.2022;;;;;;;;Kaefer;;-1305122183;Crepidodera;indet.;Crepidodera-Flohkäfer (unbestimmt);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1056270885;https://naturgucker.de/?gebiet=-912713277
-5660468600;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;23.04.2022;;;;;;;;Kaefer;;791961340;Phyllobius;pyri;Kupfriger Blattrüssler;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=2026843528;https://naturgucker.de/?gebiet=-912713277
4793069540;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;23.04.2022;;;;;;;;Kaefer;;866809780;Harmonia;axyridis;Asiatischer Marienkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1986985868;https://naturgucker.de/?gebiet=-912713277
97067580;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;17.04.2022;;;;;;;;InsektenSonstige;;1799769403;Limnophila;schranki;Schranks Stelzmücke;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1024782922;https://naturgucker.de/?gebiet=-912713277
-16678564320;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;09.04.2022;;;;;;;;InsektenSonstige;;1337419255;Sialis;lutaria;Gemeine Wasserflorfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1244009020;https://naturgucker.de/?gebiet=-912713277
-2959853110;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.03.2022;;;;;;;;Voegel;16100;-2021634647;Anas;platyrhynchos;Stockente;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
2931798170;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.03.2022;;;;;;;;Voegel;17600;-1936007614;Columba;palumbus;Ringeltaube;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-19508214960;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.03.2022;;;;;;;;Voegel;92200;-481001672;Falco;tinnunculus;Turmfalke;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
10578121190;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.03.2022;;;;;;;;Voegel;153700;-1143804961;Garrulus;glandarius;Eichelhäher;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
311655000;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.03.2022;;;;;;;;Voegel;161500;412520663;Cyanistes;caeruleus;Blaumeise;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-12279476610;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.03.2022;;;;;;;;Voegel;161700;-219564940;Parus;major;Kohlmeise;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
16351986900;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.03.2022;;;;;;;;Voegel;176000;1538916412;Phylloscopus;collybita;Zilpzalp;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
17535260060;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.03.2022;;;;;;;;Voegel;196300;2108177940;Erithacus;rubecula;Rotkehlchen;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-4601520800;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.03.2022;;;;;;;;Voegel;210200;277570746;Fringilla;coelebs;Buchfink;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-5026575000;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.03.2022;;;;;;;;Amphibien;;-1284584011;Bufo;bufo;Erdkröte;;4;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-14403632990;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;27.03.2022;;;;;;;;Schmetterlinge;;-456556273;Orthosia;cerasi;Rundflügel-Kätzcheneule;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-902260155;https://naturgucker.de/?gebiet=-912713277
-8526477810;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.03.2022;;;;;;;;Voegel;46700;-1401232693;Grus;grus;Kranich;ca.;150;;;Zug n. NO;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
4672870910;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.03.2022;;;;;;;;Voegel;154300;-319733279;Corvus;monedula;Dohle;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
7548210400;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.03.2022;;;;;;;;Voegel;203200;1125740617;Prunella;modularis;Heckenbraunelle;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-17908467300;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.03.2022;;;;;;;;Saeuger;;249988490;Muroidea;indet.;Maus (unbestimmt);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-16288678630;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.03.2022;;;;;;;;InsektenSonstige;;-716581913;Pollenia;indet.;Pollenia-Schmeißfliege (unbestimmt);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1369514666;https://naturgucker.de/?gebiet=-912713277
4982491430;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;20.02.2022;15:00;;;;;;;Voegel;46700;-1401232693;Grus;grus;Kranich;min.;100;;;Zug n. N;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
7110378600;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;20.02.2022;15:00;;;;;;;Voegel;153700;-1143804961;Garrulus;glandarius;Eichelhäher;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
18014476000;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;20.02.2022;15:00;;;;;;;Pilze;;958670042;Exidia;nigricans;Hexenbutter;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1874658954;https://naturgucker.de/?gebiet=-912713277
9408561840;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.02.2022;;;;;;;;Voegel;17600;-1936007614;Columba;palumbus;Ringeltaube;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-7724450140;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.02.2022;;;;;;;;Voegel;74900;-1518338257;Accipiter;gentilis;Habicht;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-8013525390;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.02.2022;;;;;;;;Voegel;89300;1876606279;Picus;viridis;Grünspecht;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
9504486860;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.02.2022;;;;;;;;Voegel;154100;-1895198242;Pica;pica;Elster;;1;;;Rupfung;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-995532420;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.02.2022;;;;;;;;Voegel;154300;-1851983768;Corvus;corone;Rabenkrähe;;3;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-8116315930;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.02.2022;;;;;;;;Voegel;161500;412520663;Cyanistes;caeruleus;Blaumeise;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-10420740620;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.02.2022;;;;;;;;Voegel;185200;1111034174;Certhia;brachydactyla/Certhia familiaris;Gartenbaumläufer/Waldbaumläufer (Artenpaar);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
6922893790;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.02.2022;;;;;;;;Voegel;186500;-205443828;Troglodytes;troglodytes;Zaunkönig;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
16068961170;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;05.02.2022;;;;;;;;Voegel;210200;277570746;Fringilla;coelebs;Buchfink;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-6077114700;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;22.01.2022;;;;;;;;Saeuger;;-1877514095;Sciurus;vulgaris;Europäisches Eichhörnchen;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-9869126150;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;22.01.2022;;;;;;;;Saeuger;;1756868003;Talpa;europaea;Europäischer Maulwurf;;1;;;Bau, Röhre etc.;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
9194413870;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;22.01.2022;;;;;;;;Kaefer;;1377432253;Ampedus;indet.;Ampedus-Schnellkäfer (unbestimmt);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-639609761;https://naturgucker.de/?gebiet=-912713277
-9292056630;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;30.12.2021;;;;;;;;InsektenSonstige;;1326577356;Stenocranus;major;Große Spornzikade;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=769821051;https://naturgucker.de/?gebiet=-912713277
6364701550;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;02.10.2021;;;;;;;;Voegel;74900;-1518338257;Accipiter;gentilis;Habicht;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-7101206960;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;02.10.2021;;;;;;;;Saeuger;;946259626;Felis;domestica;Hauskatze;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
3251838510;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;25.09.2021;;;;;;;;Saeuger;;1902843630;Mustela;nivalis;Mauswiesel;;1;;;Verkehrsopfer;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=406284940;https://naturgucker.de/?gebiet=-912713277
-15781491070;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;19.09.2021;;;;;;;;InsektenSonstige;;1013077588;Himacerus;apterus;Flügellose Sichelwanze;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=2005977502;https://naturgucker.de/?gebiet=-912713277
19465690700;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;19.09.2021;;;;;;;;TiereSonstige;;-158731678;Metellina;segmentata/mengei;Artenkomplex Herbstspinne (Metellina segmentata / mengei);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1792137920;https://naturgucker.de/?gebiet=-912713277
19688220180;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;21.08.2021;;;;;;;;Schmetterlinge;;-2112738878;Cataclysta;lemnata;Wasserlinsenzünsler;;4;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=2031671352;https://naturgucker.de/?gebiet=-912713277
10679951600;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;21.08.2021;;;;;;;;Schmetterlinge;;1249237672;Celastrina;argiolus;Faulbaumbläuling;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=219364728;https://naturgucker.de/?gebiet=-912713277
9917076690;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;21.08.2021;;;;;;;;Schmetterlinge;;904680128;Timandra;comae;Ampferspanner;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1262986931;https://naturgucker.de/?gebiet=-912713277
16518135060;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;21.08.2021;;;;;;;;TiereSonstige;;-1866155809;Lymnaea;stagnalis;Spitze Schlammschnecke;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-449233770;https://naturgucker.de/?gebiet=-912713277
15554698360;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.08.2021;;;;;;;;Kaefer;;-457397283;Nanophyes;marmoratus;Marmorierter Zwergrüssler;;1;Paar(e);;Paarung;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-770259720;https://naturgucker.de/?gebiet=-912713277
1765773640;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.08.2021;;;;;;;;Kaefer;;-1556070512;Oulema;duftschmidi/melanopus;Getreidehähnchen (Artenkomplex);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-104103622;https://naturgucker.de/?gebiet=-912713277
15741657880;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.08.2021;;;;;;;;Libellen;;323342809;Chalcolestes;viridis;Westliche Weidenjungfer;;4;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1456027874;https://naturgucker.de/?gebiet=-912713277
20972385610;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.08.2021;;;;;;;;InsektenSonstige;;-1334714803;Myathropa;florea;Totenkopfschwebfliege;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1497075452;https://naturgucker.de/?gebiet=-912713277
-3992221810;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.07.2021;;;;;;;;Amphibien;;-936615386;Ichthyosaura;alpestris;Bergmolch;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-888007696;https://naturgucker.de/?gebiet=-912713277
-8154823960;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;07.07.2021;;;;;;;;InsektenSonstige;;-298679439;Trichoptera;indet.;Köcherfliege (unbestimmt);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=175544695;https://naturgucker.de/?gebiet=-912713277
-15593335280;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;20.06.2021;;;;;;;;Schmetterlinge;;-134868367;Xestia;c-nigrum;Schwarzes C;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1420733747;https://naturgucker.de/?gebiet=-912713277
1390982770;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;20.06.2021;;;;;;;;Kaefer;;-1038514210;Asaphidion;indet.;Haarahlenläufer (unbestimmt);;4;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-218726185;https://naturgucker.de/?gebiet=-912713277
14008067580;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;20.06.2021;;;;;;;;Kaefer;;-259271614;Chrysolina;americana;Rosmarin-Blattkäfer;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-186353358;https://naturgucker.de/?gebiet=-912713277
8240082160;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;20.06.2021;;;;;;;;Kaefer;;-1933840300;Notiophilus;indet.;Eilkäfer (unbestimmt);;4;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=979490702;https://naturgucker.de/?gebiet=-912713277
10503787890;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;20.06.2021;;;;;;;;InsektenSonstige;;1797941350;Pamphiliidae;indet.;Gespinstblattwespe (unbestimmt);dzde;;;Larve/Raupe/Nymphe;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-401659810;https://naturgucker.de/?gebiet=-912713277
10626138400;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;20.06.2021;;;;;;;;InsektenSonstige;;-1258390703;Megaloceroea;recticornis;Große Graswanze;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1205385088;https://naturgucker.de/?gebiet=-912713277
12662590360;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;19.06.2021;;;;;;;;Schmetterlinge;;1610211752;Pieris;napi;Grünader-Weißling;;1;Paar(e);;kopulierend;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-2092761677;https://naturgucker.de/?gebiet=-912713277
18658791280;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;19.06.2021;;;;;;;;InsektenSonstige;;1090257684;Rhyssa;persuasoria;Holzwespen-Schlupfwespe;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=1003234955;https://naturgucker.de/?gebiet=-912713277
-18819389870;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;16.06.2021;;;;;;;;Voegel;77100;-160865708;Buteo;buteo;Mäusebussard;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-6278301040;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;16.06.2021;;;;;;;;Voegel;90900;-1351838284;Dendrocopos;major;Buntspecht;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-3084361020;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;16.06.2021;;;;;;;;Voegel;154300;-1851983768;Corvus;corone;Rabenkrähe;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
326854510;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;16.06.2021;;;;;;;;Voegel;176000;1538916412;Phylloscopus;collybita;Zilpzalp;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
5003559140;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;16.06.2021;;;;;;;;Voegel;194100;1111601228;Turdus;merula;Amsel;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
831674840;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;16.06.2021;;;;;;;;Voegel;194100;1248909873;Turdus;philomelos;Singdrossel;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
-2537674800;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;16.06.2021;;;;;;;;Schmetterlinge;;-307795705;Vanessa;atalanta;Admiral;;2;;;;;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
7005219240;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;16.06.2021;;;;;;;;Kaefer;;-1649833968;Dasytes;indet.;Dasytes-Wollhaarkäfer (unbestimmt);;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=881353633;https://naturgucker.de/?gebiet=-912713277
1997862700;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;06.06.2021;;;;;;;;Amphibien;;-1284584011;Bufo;bufo;Erdkröte;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=2069972279;https://naturgucker.de/?gebiet=-912713277
14533309450;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;06.06.2021;;;;;;;;Schmetterlinge;;71647707;Eratophyes;amasiella;Birken-Faulholzmotte;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1482216292;https://naturgucker.de/?gebiet=-912713277
1975010300;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;06.06.2021;;;;;;;;Kaefer;;-1897246178;Anthonomus;rectirostris;Kirschkernstecher;;1;;;;;0,00000;0,00000;;5007/3;nein;nein;https://naturgucker.de/?bild=-1844717087;https://naturgucker.de/?gebiet=-912713277
